Full Name,Age,City,Are you currently a student ?,What is your highest/current education level ?,Are you currently employed ?,"If Yes, what is your monthly income ?",Do you use UPI ?,"If yes, how many UPI transactions do you make in a week?",What is your average monthly spending ?,Do you pay rent ?,"If yes, how much you pay monthly ?",How do you pay your rent ?,"Do you pay bills (electricity, mobile, internet) on time?",How much do you spend on mobile recharges monthly?,How many subscriptions do you pay for?,List your paid subscriptions,How often are you unable to pay subscriptions on time?,What phone type do you use?,Phone brand and model ?,How many hours/day do you use your phone?,Do you actively save a portion of your income?,"If yes, how much do you save per month","If you save money, where do you keep your savings ?",Do you use savings tracking applications ?,Which financial apps do you use regularly?,"Do you have any active EMIs or loans (student loan, mobile EMI, etc.)?","If yes, total EMI amount paid per month?","Have you ever used Buy Now Pay Later (BNPL) services (ZestMoney, LazyPay, Simpl)?",Do you have a financial goal you're saving for?,"If yes, what is the goal?",How soon do you aim to achieve this goal (months)?,Do you have an emergency fund that can cover 3+ months of expenses?,"If faced with an emergency, how would you manage funds?",Do you invest in crypto ?,Do you invest in any of the following ?,Do you participate in charity donations or volunteering?,How long have you been living at your current address (months) ?,How long have you been at your current job/college (months)?
Jack Shenoy,20,Kanpur,Yes,UnderGraduate,Yes,14000,Yes,34,11500,No,0,,Always,299,0,,Never,Mid-Range,Moto Edge 40,3,Yes,1500,Investment Products,No,"Fi, Others",No,0,Yes,No,,,Yes,Savings,No,,Yes,36,41
Hardik Sani,20,Indore,Yes,UnderGraduate,No,0,Yes,11,3000,No,0,,Sometimes,499,1,Social Media,Sometimes,Mid-Range,Samsung A52,5,No,0,,No,GPay,No,0,Yes,Yes,Travel,20.0,Yes,Savings,No,PPF,Yes,52,38
Adweta Chander,22,Banaras,Yes,PostGraduate,Yes,31000,Yes,26,22500,Yes,6500,Bank Transfer,Always,399,1,Educational,Never,Mid-Range,Realme GT 2 Pro,4,Yes,10500,Cash,Yes,"Paytm, Upstox",No,0,No,No,,,Yes,Savings,No,PPF,Yes,60,8
Mekhala Nigam,23,Nagpur,Yes,UnderGraduate,Yes,40000,No,0,32000,No,0,,Always,299,3,"Music, Social Media, Streaming",Never,Mid-Range,Redmi 10 Prime,9,Yes,9000,Cash,Yes,Upstox,No,0,No,Yes,Vehicles,3.0,Yes,Savings,No,Stocks,Yes,45,41
Falan Mukhopadhyay,23,Coimbatore,Yes,PostGraduate,Yes,23000,Yes,28,22000,Yes,5000,UPI,Always,499,0,,Never,Mid-Range,Moto G14,6,No,0,,Yes,"PhonePe, Fi, CoinSwitch",No,0,No,Yes,Vehicles,19.0,No,BNPL,Yes,"Fixed Deposits, Other",No,32,21
Isaac Arya,24,Ahmedabad,Yes,PostGraduate,No,0,Yes,33,3500,Yes,7500,UPI,Always,599,0,,Never,Budget,Redmi 9,10,No,0,,No,PhonePe,No,0,Yes,No,,,No,Friends,No,,No,17,38
Lakshit Munshi,23,Noida,Yes,PostGraduate,Yes,32000,Yes,30,25000,Yes,20000,Others,Sometimes,599,0,,Never,Flag-Ship,Redmi Note 12 Pro,5,Yes,7000,Bank,Yes,"Upstox, Groww",No,0,No,No,,,No,Friends,No,"Mutual Funds, Stocks, PPF",No,46,8
Keya Sandal,22,Surat,Yes,PostGraduate,Yes,39000,No,0,28500,No,0,,Always,299,0,,Never,Mid-Range,Redmi Note 12 Pro,6,Yes,13000,Bank,No,Paytm,Yes,1500,No,Yes,Vehicles,16.0,No,Friends,No,,No,19,28
Simon Dhar,24,Lucknow,Yes,PostGraduate,No,0,Yes,25,6000,No,0,,Always,399,2,"Streaming, Social Media",Sometimes,Mid-Range,Moto G40 Fusion,8,No,0,,Yes,"Fi, CoinSwitch",No,0,Yes,Yes,Gadget,5.0,Yes,Savings,No,"PPF, Other",Yes,21,39
Kavya Virk,18,Ranchi,Yes,UnderGraduate,Yes,17000,Yes,25,14500,Yes,11000,UPI,Always,249,2,"Streaming, Music",Never,Budget,Samsung M14 5G,4,Yes,3000,Bank,No,"Upstox, Jar, Fi",No,0,No,No,,,Yes,Savings,No,Mutual Funds,No,18,23
Shivansh Apte,19,Vadodara,Yes,UnderGraduate,Yes,13000,Yes,11,9000,Yes,8000,Bank Transfer,Sometimes,299,0,,Never,Flag-Ship,Moto G14,4,Yes,3000,Wallet Apps,No,"CoinSwitch, Fi, Jar",No,0,No,No,,,Yes,Savings,No,,Yes,25,11
Jacob Bakshi,20,Vadodara,Yes,UnderGraduate,Yes,70000,Yes,27,57500,Yes,10000,UPI,Always,399,1,Educational,Sometimes,Flag-Ship,Poco F1,10,Yes,16500,Bank,Yes,"PhonePe, Groww, GPay",No,0,No,Yes,Emergency Fund,13.0,Yes,Savings,No,Mutual Funds,No,40,11
Leena Bandi,24,Ludhiana,Yes,UnderGraduate,Yes,50000,Yes,16,41000,Yes,9500,UPI,Sometimes,399,1,Music,Sometimes,Budget,Redmi 9,6,Yes,11500,Bank,No,GPay,No,0,No,Yes,Vehicles,11.0,Yes,Savings,No,Other,No,41,13
Rayaan Vaidya,20,Kanpur,Yes,UnderGraduate,Yes,33000,Yes,25,35000,Yes,4500,Bank Transfer,Always,499,0,,Never,Mid-Range,Realme GT 2 Pro,4,No,0,,No,"PhonePe, Paytm",No,0,No,No,,,Yes,Savings,No,PPF,No,22,18
Gautam Kant,19,Srikakulam,Yes,UnderGraduate,No,0,Yes,12,8500,No,0,,Sometimes,299,2,"Streaming, Social Media",Sometimes,Mid-Range,Moto Edge 20,6,No,0,,No,"Others, CoinSwitch",No,0,No,No,,,No,Other,No,"Other, Fixed Deposits",No,6,37
Nisha Sethi,22,Indore,Yes,PostGraduate,No,0,Yes,31,8000,No,0,,Always,249,1,Music,Sometimes,Flag-Ship,Moto Edge 40,9,No,0,,No,"PhonePe, GPay",No,0,No,Yes,Emergency Fund,14.0,No,Friends,No,Fixed Deposits,No,52,31
Saanvi Bhargava,18,Delhi,Yes,UnderGraduate,Yes,30000,Yes,31,27000,Yes,11500,UPI,Always,399,0,,Never,Mid-Range,Redmi Note 10 Pro,5,Yes,5500,Bank,No,Groww,No,0,No,Yes,Emergency Fund,18.0,No,Friends,No,,No,13,33
Owen Soman,20,Warangal,Yes,UnderGraduate,No,0,Yes,18,6000,No,0,,Sometimes,399,0,,Never,Mid-Range,Moto Edge 20,3,Yes,3500,Wallet Apps,Yes,Fi,No,0,No,Yes,Travel,17.0,Yes,Savings,No,"Fixed Deposits, Mutual Funds",No,60,47
Nandini Chatterjee,20,Udaipur,Yes,UnderGraduate,Yes,12000,Yes,29,8500,Yes,14000,Bank Transfer,Always,299,2,"Others, Social Media",Never,Flag-Ship,Moto G82,4,Yes,4000,Investment Products,Yes,"Groww, Others",No,0,No,No,,,Yes,Savings,No,Fixed Deposits,No,36,29
Lipika Kadakia,25,Agra,Yes,PostGraduate,Yes,33000,No,0,26000,Yes,8500,Bank Transfer,Always,249,2,"Music, Social Media",Sometimes,Mid-Range,Poco X5 Pro,10,Yes,10000,Investment Products,Yes,"Others, Groww",No,0,Yes,Yes,Travel,22.0,No,Friends,Yes,"Stocks, Other, PPF",No,31,30
Patrick Subramanian,19,Mysuru,Yes,UnderGraduate,No,0,Yes,15,2500,Yes,9000,UPI,Always,399,1,Social Media,Never,Mid-Range,Moto G30,7,No,0,,Yes,CoinSwitch,No,0,Yes,Yes,Vehicles,17.0,No,BNPL,No,Fixed Deposits,Yes,44,44
Nandini Dey,23,Salem,Yes,PostGraduate,Yes,79000,Yes,12,55500,Yes,6500,UPI,Always,299,2,"Streaming, Educational",Never,Budget,Samsung M14 5G,7,Yes,27500,Bank,No,"Jar, GPay, Fi",No,0,No,No,,,Yes,Savings,No,"Mutual Funds, Stocks",No,54,13
Advaith Nagy,24,Guwahati,Yes,PostGraduate,Yes,41000,Yes,35,32000,Yes,4500,Bank Transfer,Always,299,0,,Never,Mid-Range,Realme Narzo N55,4,Yes,7000,Bank,Yes,,No,0,Yes,Yes,Travel,15.0,Yes,Savings,Yes,"Stocks, PPF",No,18,4
Lucky Balasubramanian,23,Coimbatore,Yes,UnderGraduate,Yes,34000,Yes,21,25000,Yes,7500,Bank Transfer,Sometimes,299,1,Streaming,Sometimes,Mid-Range,Samsung M32,7,Yes,8500,Bank,No,Paytm,No,0,No,Yes,Travel,17.0,Yes,Savings,No,"Other, PPF, Mutual Funds",Yes,17,12
George Balay,20,Lucknow,Yes,UnderGraduate,No,0,Yes,27,2500,Yes,5000,Cash,Always,399,0,,Never,Budget,Redmi 10 Prime,10,No,0,,Yes,Upstox,Yes,3000,No,Yes,Gadget,9.0,No,BNPL,Yes,"Fixed Deposits, Mutual Funds",Yes,22,43
Oni Goda,18,Surat,Yes,UnderGraduate,Yes,61000,Yes,18,51000,Yes,14000,Bank Transfer,Sometimes,249,0,,Never,Mid-Range,Moto G30,3,Yes,9500,Bank,Yes,"Paytm, CoinSwitch, GPay",Yes,3000,No,Yes,Travel,14.0,Yes,Savings,No,Mutual Funds,No,14,15
Aadhya Sani,18,Srikakulam,Yes,UnderGraduate,No,0,Yes,30,5000,No,0,,Sometimes,399,1,Social Media,Sometimes,Mid-Range,Poco M4 Pro,9,No,0,,No,"Groww, Paytm",No,0,No,Yes,Travel,6.0,No,BNPL,No,,No,21,29
Ekalinga Hayre,22,Srikakulam,Yes,PostGraduate,Yes,16000,Yes,16,11000,Yes,14500,Bank Transfer,Always,499,2,"Music, Social Media",Never,Mid-Range,Poco F4,5,Yes,5000,Bank,Yes,"Jar, Fi, Others",No,0,No,No,,,Yes,Savings,No,"Stocks, Fixed Deposits",No,54,4
Pranit Bal,24,Bhopal,Yes,PostGraduate,No,0,Yes,31,7500,Yes,13000,UPI,Always,249,1,Social Media,Sometimes,Flag-Ship,Redmi Note 11,5,Yes,500,Cash,Yes,,No,0,Yes,No,,,No,Credit Card,No,Other,Yes,30,44
Amruta Sandal,20,Bhopal,Yes,UnderGraduate,No,0,Yes,34,2000,Yes,7500,Cash,Always,399,0,,Never,Mid-Range,Redmi 9,7,No,0,,Yes,CoinSwitch,No,0,No,Yes,Other,9.0,Yes,Savings,Yes,,No,55,16
Samar Kothari,18,Indore,Yes,UnderGraduate,Yes,42000,Yes,17,37000,No,0,,Always,299,1,Streaming,Never,Mid-Range,Moto G82,6,Yes,5500,Bank,No,PhonePe,No,0,No,No,,,No,Credit Card,No,Fixed Deposits,Yes,16,36
Krisha Gaba,20,Udaipur,Yes,UnderGraduate,Yes,68000,Yes,27,65000,Yes,6500,UPI,Always,399,0,,Never,Budget,Samsung M33 5G,3,Yes,9000,Bank,No,"Groww, Others, Upstox, Jar",Yes,5500,No,No,,,Yes,Savings,No,,No,23,31
Andrew Sani,25,Kanpur,Yes,PostGraduate,Yes,14000,Yes,19,11500,Yes,5000,UPI,Always,299,1,Social Media,Never,Budget,Realme Narzo 70,6,Yes,3000,Bank,Yes,"Groww, GPay",No,0,No,No,,,No,Credit Card,No,Other,Yes,35,5
Kai Naik,22,Faridabad,Yes,PostGraduate,No,0,Yes,29,7000,No,0,,Always,249,2,"Educational, Others",Sometimes,Mid-Range,Realme Narzo 30,8,No,0,,No,Jar,No,0,Yes,No,,,Yes,Savings,No,,Yes,25,34
Onkar Choudhry,23,Mumbai,Yes,PostGraduate,Yes,63000,Yes,26,66000,Yes,14000,Bank Transfer,Always,299,0,,Never,Mid-Range,Poco M3 Pro,8,No,0,,Yes,"Paytm, CoinSwitch",No,0,No,Yes,Vehicles,6.0,No,Credit Card,No,,No,35,29
Divya Thaker,19,Banaras,Yes,UnderGraduate,Yes,25000,Yes,31,24500,No,0,,Always,399,1,Music,Never,Mid-Range,Moto G30,5,Yes,2500,Wallet Apps,No,CoinSwitch,No,0,No,Yes,Vehicles,7.0,No,Friends,No,,No,32,18
Chakradev Borah,23,Kochi,Yes,UnderGraduate,Yes,25000,No,0,17000,Yes,5500,Bank Transfer,Always,249,2,"Others, Streaming",Sometimes,Mid-Range,Samsung A23,3,Yes,8500,Cash,Yes,"PhonePe, Jar",No,0,No,No,,,Yes,Savings,No,"Other, Stocks",No,17,34
Radhika Yohannan,23,Hyderabad,Yes,UnderGraduate,No,0,Yes,19,7500,Yes,9000,Bank Transfer,Always,249,0,,Never,Budget,Poco X5 Pro,6,Yes,1500,Bank,Yes,"Others, CoinSwitch",Yes,6500,Yes,No,,,No,Friends,No,"Fixed Deposits, Other",Yes,39,29
Bishakha Bhargava,25,Ghaziabad,Yes,PostGraduate,Yes,33000,Yes,18,24000,Yes,11000,UPI,Always,299,2,"Others, Streaming",Never,Mid-Range,Realme Narzo 70,4,Yes,9500,Bank,Yes,"CoinSwitch, PhonePe, Others",No,0,Yes,Yes,Vehicles,16.0,No,Savings,No,Fixed Deposits,No,38,19
Nitara Kaul,20,Gwalior,Yes,UnderGraduate,No,0,Yes,34,5500,Yes,11000,Others,Always,249,0,,Never,Mid-Range,Poco F5,7,No,0,,No,Upstox,No,0,No,Yes,Vehicles,21.0,No,Friends,No,,No,39,18
Yatin Barad,23,Kanpur,Yes,UnderGraduate,No,0,Yes,20,6500,Yes,4000,Bank Transfer,Never,399,2,"Educational, Social Media",Sometimes,Mid-Range,Redmi 9,3,No,0,,No,"Groww, PhonePe, Jar",No,0,No,Yes,Gadget,5.0,Yes,Savings,No,,No,50,38
David Tailor,20,Jodhpur,Yes,UnderGraduate,No,0,Yes,30,4000,Yes,12500,UPI,Always,299,1,Streaming,Never,Mid-Range,Samsung A13,7,No,0,,No,,No,0,No,Yes,Emergency Fund,8.0,Yes,Savings,No,"Stocks, Other",No,52,46
Krishna Datta,22,Coimbatore,Yes,UnderGraduate,Yes,15000,Yes,17,12000,No,0,,Always,599,0,,Never,Budget,Redmi Note 13,7,Yes,3500,Bank,Yes,"Fi, GPay",No,0,Yes,No,,,Yes,Savings,No,"PPF, Stocks",Yes,12,46
Robert Kapur,19,Coimbatore,Yes,UnderGraduate,Yes,18000,Yes,15,15500,Yes,9000,UPI,Always,299,2,"Streaming, Social Media",Never,Mid-Range,Poco F4,6,Yes,2000,Bank,Yes,CoinSwitch,No,0,No,No,,,Yes,Savings,No,"PPF, Mutual Funds, Other",No,16,25
Rehaan Shetty,22,Coimbatore,Yes,PostGraduate,No,0,Yes,29,4000,Yes,8500,Others,Sometimes,199,2,"Others, Social Media",Sometimes,Budget,Redmi 9,3,No,0,,Yes,Fi,Yes,6500,No,No,,,No,Savings,No,Fixed Deposits,No,24,38
Logan Jhaveri,18,Ajmer,Yes,UnderGraduate,Yes,22000,Yes,17,22500,Yes,12000,Bank Transfer,Always,299,2,"Others, Streaming",Never,Budget,Samsung M51,3,No,0,,No,Jar,No,0,No,Yes,Travel,9.0,Yes,Savings,Yes,"Stocks, Mutual Funds, Fixed Deposits",Yes,40,41
Suhani Tara,24,Vijayawada,Yes,UnderGraduate,No,0,Yes,19,6500,Yes,12500,Cash,Always,399,0,,Never,Budget,Moto G30,7,Yes,2500,Bank,No,Upstox,No,0,Yes,Yes,Travel,22.0,Yes,Savings,No,"Mutual Funds, Stocks, Other",No,34,42
Pratyush Kohli,21,Varanasi,Yes,UnderGraduate,Yes,31000,Yes,13,31500,Yes,11000,Bank Transfer,Always,299,0,,Never,Mid-Range,Poco X6 Neo,8,No,0,,Yes,"PhonePe, GPay",No,0,No,Yes,Gadget,11.0,No,Credit Card,Yes,Mutual Funds,Yes,11,30
Charles Nagy,21,Ahmedabad,Yes,UnderGraduate,Yes,35000,Yes,25,26500,No,0,,Always,299,0,,Never,Mid-Range,Samsung A13,4,Yes,10000,Wallet Apps,No,"Paytm, Groww",No,0,No,No,,,No,Credit Card,No,,No,50,36
Yash Aggarwal,23,Delhi,Yes,PostGraduate,Yes,63000,Yes,17,41000,Yes,15500,Cash,Always,499,0,,Never,Mid-Range,Redmi 9,6,Yes,22000,Wallet Apps,No,"Paytm, GPay, Fi",Yes,5000,No,No,,,Yes,Savings,No,,No,41,14
Gaurang Walla,20,Nashik,Yes,UnderGraduate,Yes,16000,Yes,22,11500,Yes,11500,UPI,Always,599,1,Social Media,Never,Mid-Range,Poco M6 Pro,8,Yes,5500,Bank,No,"Fi, Paytm, Jar",No,0,No,Yes,Other,22.0,No,Credit Card,Yes,Stocks,Yes,20,5
Jyoti Bansal,18,Bengaluru,Yes,UnderGraduate,Yes,15000,Yes,30,10000,Yes,9500,UPI,Always,399,2,"Educational, Music",Never,Flag-Ship,Samsung A23,9,Yes,5000,Bank,No,"Fi, GPay",Yes,7000,No,No,,,Yes,Savings,No,Stocks,No,25,38
Zansi Kari,25,Mangalore,Yes,PostGraduate,Yes,33000,Yes,16,22500,No,0,,Sometimes,399,1,Others,Sometimes,Mid-Range,Moto G40 Fusion,5,Yes,11500,Wallet Apps,No,"Jar, Others, Upstox",Yes,5500,No,Yes,Vehicles,14.0,Yes,Savings,No,,No,7,42
Yoshita Gola,23,Srikakulam,Yes,PostGraduate,No,0,Yes,16,2000,Yes,7000,UPI,Always,399,0,,Never,Budget,Moto Edge 40,9,No,0,,Yes,Others,No,0,No,Yes,Gadget,9.0,Yes,Savings,No,Stocks,No,21,26
Vamakshi Tripathi,21,Vijayawada,Yes,UnderGraduate,Yes,19000,Yes,28,13000,Yes,10000,UPI,Always,499,2,"Streaming, Music",Always,Budget,Redmi Note 13,5,Yes,6000,Bank,No,"Groww, Others, PhonePe",No,0,Yes,No,,,No,Savings,Yes,,No,33,39
Charita Pau,18,Lucknow,Yes,UnderGraduate,Yes,39000,Yes,17,41000,Yes,11000,Bank Transfer,Always,399,1,Streaming,Never,Mid-Range,Samsung A52,6,No,0,,Yes,Groww,No,0,Yes,Yes,Travel,21.0,Yes,Savings,No,,Yes,57,48
Bishakha Thakkar,18,Udaipur,Yes,UnderGraduate,Yes,42000,Yes,15,32000,Yes,10500,UPI,Sometimes,299,0,,Never,Flag-Ship,Redmi 9,6,Yes,10500,Bank,Yes,,No,0,No,Yes,Travel,16.0,Yes,Savings,No,Mutual Funds,No,41,33
Yash Sane,18,Madurai,Yes,UnderGraduate,Yes,14000,Yes,23,8500,Yes,5500,UPI,Always,299,2,"Others, Social Media",Never,Mid-Range,Realme 11 Pro,5,Yes,4500,Bank,No,"Jar, Fi, GPay, Others",Yes,1500,No,Yes,Emergency Fund,16.0,No,Friends,No,"Stocks, PPF",No,7,24
Gagan Khare,22,Mysuru,Yes,PostGraduate,Yes,19000,Yes,18,13000,Yes,7000,UPI,Always,499,1,Social Media,Never,Flag-Ship,Poco M6 Pro,7,Yes,5500,Cash,Yes,Paytm,No,0,Yes,No,,,Yes,Savings,Yes,"Other, Stocks",No,26,14
Advaith Ratta,22,Noida,Yes,PostGraduate,Yes,18000,No,0,13500,Yes,14000,UPI,Never,499,0,,Never,Mid-Range,Redmi 9,4,Yes,3500,Bank,Yes,"Groww, Paytm, PhonePe",No,0,No,No,,,Yes,Savings,No,,No,12,42
Oviya Om,18,Guwahati,Yes,UnderGraduate,Yes,18000,Yes,21,15000,Yes,8000,Bank Transfer,Always,299,0,,Never,Mid-Range,Samsung M12,3,Yes,4000,Bank,Yes,Jar,No,0,No,No,,,Yes,Savings,No,,No,22,24
Ekiya Lad,18,Mumbai,Yes,UnderGraduate,Yes,30000,Yes,26,21000,Yes,19000,Bank Transfer,Always,599,3,"Others, Social Media, Streaming",Never,Budget,Poco X5 Pro,6,Yes,10000,Bank,No,,No,0,No,Yes,Travel,16.0,No,Credit Card,No,,No,30,18
Ekalinga Bala,18,Rajkot,Yes,UnderGraduate,No,0,Yes,13,7500,Yes,6000,UPI,Always,199,0,,Never,Mid-Range,Poco X4 GT,4,No,0,,No,"Paytm, GPay",No,0,Yes,Yes,Emergency Fund,12.0,Yes,Savings,No,Stocks,No,14,8
Unni Venkataraman,20,Patna,Yes,UnderGraduate,No,0,Yes,20,6500,Yes,10500,Bank Transfer,Always,299,3,"Music, Social Media, Others",Never,Mid-Range,Poco F4,5,No,0,,Yes,"PhonePe, Paytm",No,0,No,Yes,Vehicles,18.0,No,Savings,No,,No,13,16
Lekha Dutta,25,Godda,Yes,PostGraduate,No,0,Yes,24,6000,No,0,,Always,299,0,,Never,Mid-Range,Moto Edge 20,10,No,0,,Yes,CoinSwitch,No,0,Yes,No,,,Yes,Savings,No,,Yes,60,4
Samar Narain,22,Noida,Yes,UnderGraduate,Yes,45000,Yes,11,41000,Yes,9000,UPI,Sometimes,299,1,Others,Never,Mid-Range,Moto Edge 40,3,Yes,5000,Bank,Yes,Groww,Yes,4000,No,Yes,Travel,13.0,No,BNPL,No,,Yes,30,46
Oviya Sem,24,Surat,Yes,UnderGraduate,No,0,Yes,23,5500,Yes,10000,Bank Transfer,Always,499,1,Streaming,Never,Flag-Ship,Realme 9 Pro,8,No,0,,No,"Groww, CoinSwitch",No,0,No,Yes,Gadget,17.0,No,BNPL,No,"Fixed Deposits, Stocks, PPF",No,6,39
Chanakya Comar,18,Chandigarh,Yes,UnderGraduate,No,0,Yes,28,8500,Yes,12000,UPI,Always,399,2,"Social Media, Streaming",Sometimes,Flag-Ship,Redmi Note 10,3,No,0,,Yes,"Upstox, Groww",No,0,Yes,Yes,Travel,5.0,No,Credit Card,No,,No,16,19
Ekalinga Vig,18,Agra,Yes,UnderGraduate,Yes,18000,Yes,10,13000,Yes,10000,Others,Never,299,3,"Social Media, Music, Streaming",Sometimes,Flag-Ship,Realme GT 2 Pro,5,Yes,4000,Bank,No,CoinSwitch,No,0,No,Yes,Travel,6.0,Yes,Savings,Yes,Other,Yes,10,38
Unni Peri,20,Bhubaneswar,Yes,UnderGraduate,No,0,Yes,21,6000,Yes,13000,Others,Always,499,2,"Educational, Streaming",Sometimes,Flag-Ship,Redmi Note 11,6,Yes,2500,Investment Products,No,"Others, Fi, Groww",No,0,No,No,,,No,BNPL,No,"Stocks, Other",No,17,24
Ekavir Bains,24,Guwahati,Yes,PostGraduate,Yes,79000,Yes,28,83500,No,0,,Always,599,2,"Educational, Music",Never,Flag-Ship,Realme GT 2 Pro,9,No,0,,Yes,Others,No,0,No,No,,,Yes,Savings,No,,No,35,7
Lucky Bal,25,Mysuru,Yes,PostGraduate,Yes,32000,Yes,13,27000,No,0,,Always,199,1,Streaming,Never,Mid-Range,Poco F1,4,Yes,4500,Bank,Yes,"Others, Groww",No,0,No,No,,,No,Friends,No,,No,19,11
Saanvi Yohannan,21,Nagpur,Yes,UnderGraduate,Yes,55000,Yes,35,48500,Yes,8000,UPI,Always,499,0,,Never,Mid-Range,Moto G100,5,Yes,5500,Bank,No,GPay,No,0,No,No,,,Yes,Savings,No,,Yes,43,6
Brinda Mistry,24,Surat,Yes,UnderGraduate,No,0,Yes,35,3500,Yes,13500,UPI,Always,399,1,Music,Never,Budget,Samsung M51,8,No,0,,Yes,"PhonePe, Jar, GPay",No,0,No,No,,,Yes,Savings,No,PPF,No,11,45
Upma Khurana,18,Ludhiana,Yes,UnderGraduate,Yes,36000,Yes,16,32000,No,0,,Always,299,0,,Never,Budget,Poco M4 Pro,7,Yes,6500,Cash,No,Others,No,0,Yes,Yes,Travel,20.0,No,Other,No,,Yes,23,26
Aashi Kalla,22,Varanasi,Yes,UnderGraduate,No,0,Yes,23,5000,Yes,4000,UPI,Always,399,3,"Social Media, Music, Streaming",Sometimes,Mid-Range,Realme 9 Pro,3,No,0,,Yes,Others,Yes,4500,No,Yes,Vehicles,15.0,No,Credit Card,Yes,,Yes,19,38
Lajita Datta,21,Madurai,Yes,UnderGraduate,No,0,Yes,22,4000,Yes,5500,Bank Transfer,Always,599,0,,Never,Mid-Range,Poco M3 Pro,3,No,0,,No,"Upstox, Jar",No,0,Yes,Yes,Other,17.0,No,Other,No,"Fixed Deposits, Stocks",Yes,40,4
Vincent Oommen,19,Bhopal,Yes,UnderGraduate,No,0,Yes,10,8500,No,0,,Always,399,1,Others,Sometimes,Budget,Redmi Note 10,3,Yes,1000,Bank,No,"Upstox, Groww",No,0,Yes,No,,,Yes,Savings,No,,No,13,25
Dipta Dhillon,25,Surat,Yes,PostGraduate,No,0,Yes,27,3500,Yes,13500,UPI,Always,299,3,"Streaming, Social Media, Music",Always,Budget,Redmi Note 10,4,No,0,,No,"PhonePe, CoinSwitch, Jar",No,0,No,No,,,No,Savings,No,Mutual Funds,No,21,28
Anamika Lad,18,Vadodara,Yes,UnderGraduate,Yes,34000,Yes,20,33000,No,0,,Always,499,2,"Streaming, Social Media",Never,Budget,Poco X3 Pro,7,No,0,,Yes,"Jar, Paytm, Upstox",No,0,No,Yes,Gadget,14.0,No,Friends,No,Mutual Funds,No,23,21
Brijesh Walla,23,Indore,Yes,UnderGraduate,Yes,12000,Yes,17,13000,Yes,12500,UPI,Always,249,2,"Music, Others",Never,Budget,Moto G60,3,No,0,,No,"Fi, CoinSwitch",No,0,Yes,Yes,Vehicles,21.0,Yes,Savings,Yes,,No,30,36
Edhitha Kibe,18,Raipur,Yes,UnderGraduate,No,0,Yes,32,7500,Yes,7500,Bank Transfer,Always,299,1,Others,Never,Mid-Range,Redmi Note 12 Pro,3,No,0,,No,"CoinSwitch, GPay",No,0,No,No,,,No,BNPL,Yes,,Yes,34,48
Amaira Dasgupta,19,Vadodara,Yes,UnderGraduate,Yes,57000,Yes,19,53500,Yes,7500,UPI,Sometimes,399,0,,Never,Mid-Range,Samsung M14 5G,7,Yes,7000,Bank,Yes,Others,Yes,9000,No,Yes,Other,23.0,Yes,Savings,No,,No,6,9
Vedika Shenoy,24,Kolkata,Yes,UnderGraduate,Yes,58000,Yes,29,46500,No,0,,Always,299,1,Music,Never,Flag-Ship,Moto G14,7,Yes,10000,Bank,Yes,"Paytm, Jar",No,0,Yes,No,,,Yes,Savings,No,Fixed Deposits,No,54,29
Krisha Singhal,23,Godda,Yes,UnderGraduate,No,0,Yes,14,5500,No,0,,Sometimes,199,0,,Never,Flag-Ship,Moto Edge 40,3,No,0,,No,Paytm,Yes,7000,Yes,No,,,Yes,Savings,No,"Fixed Deposits, Other",No,30,7
Aachal Cheema,22,Jamshedpur,Yes,UnderGraduate,Yes,39000,Yes,34,32000,Yes,15000,UPI,Always,399,2,"Educational, Music",Never,Budget,Realme 9 Pro,6,Yes,8500,Bank,Yes,"GPay, Fi, Paytm, Groww",No,0,No,No,,,No,Friends,Yes,Stocks,No,23,17
Zansi Mital,18,Srikakulam,Yes,UnderGraduate,No,0,Yes,33,8000,Yes,6000,Bank Transfer,Always,399,1,Others,Never,Budget,Poco M4 Pro,4,No,0,,No,"Upstox, Jar, Others",Yes,3000,No,No,,,No,Friends,Yes,,No,40,36
Keya Gandhi,25,Bhubaneswar,Yes,PostGraduate,No,0,No,0,7000,Yes,15000,UPI,Sometimes,299,0,,Never,Mid-Range,Moto G60,6,No,0,,Yes,"Others, CoinSwitch",No,0,Yes,No,,,Yes,Savings,No,PPF,No,12,6
Zashil Bakshi,21,Mangalore,Yes,UnderGraduate,No,0,Yes,35,2500,Yes,6500,UPI,Always,299,1,Others,Sometimes,Mid-Range,Moto Edge 20,4,No,0,,No,Fi,Yes,8500,Yes,No,,,No,Credit Card,No,"PPF, Stocks",Yes,44,27
William Majumdar,21,Noida,Yes,UnderGraduate,Yes,38000,Yes,15,30000,No,0,,Always,399,3,"Music, Social Media, Streaming",Never,Budget,Samsung M33 5G,4,Yes,11000,Bank,No,Others,Yes,4000,Yes,Yes,Gadget,7.0,No,Friends,No,"Other, Stocks",Yes,28,22
Ayushman More,25,Agra,Yes,PostGraduate,No,0,Yes,28,6000,Yes,12500,Others,Always,399,1,Social Media,Sometimes,Flag-Ship,Poco F1,9,No,0,,No,"GPay, CoinSwitch, Jar",No,0,No,Yes,Gadget,22.0,No,Credit Card,Yes,Other,Yes,59,36
